"deer_w2","moose_w2","elk_w2","sheep_w2","goat_w2","wolf_w2","Elevation2","DistFromHumanAccess2","DistFromHighHumanAccess2","pack","used"
3,4,5,5,4,4,2200.00666666655,976.587531625667,12615.9940581003,"Red Deer",0
4,4,4,4,3,4,1867.50666666616,1037.41344046686,1060.23200035248,"Red Deer",0
,,,,,,1951.03377777733,284.487379623674,7208.54114105242,"Red Deer",0
3,4,3,4,3,3,2245.1728888891,680.434143436559,8298.20984447163,"Red Deer",0
,,,,,,1783.86666666692,355.452858796459,338.693355238026,"Red Deer",0
1,1,1,1,1,1,2799.43999999869,6323.98106999095,7218.00817638601,"Red Deer",0
5,4,5,5,5,5,1890.55377777751,933.683387271796,2144.70897037145,"Red Deer",0
4,3,3,1,1,4,1991.63955555464,2013.99694358735,2367.6132162904,"Red Deer",0
,,,,,,2004.70666666698,787.940067007439,2239.25479322736,"Red Deer",0
3,3,3,4,4,3,2293.94044444461,270.036035849259,13525.6626981284,"Red Deer",0
5,3,4,5,5,5,2109.3800000003,631.120636465707,4775.08350918442,"Red Deer",0
4,5,4,3,1,4,1657.44666666642,230.315966641996,2227.4922469346,"Red Deer",0
1,1,1,1,4,1,2687.19333333443,1759.35433597138,13027.2860694246,"Red Deer",0
,,,,,,2071.64622222237,109.228560773834,834.725487981465,"Red Deer",0
1,1,1,1,1,1,2304.12711111047,2132.48417052833,3155.65969007748,"Red Deer",0
1,3,3,3,6,3,2194.61333333383,142.531448396916,0,"Red Deer",0
4,4,4,4,3,4,2132.77911111152,1314.85677139322,4126.91454438083,"Red Deer",0
3,4,5,5,4,4,2236.27955555533,8.52360412042671,12754.1364728535,"Red Deer",0
,,,,,,1910.64711111091,154.668746314209,7107.66361496295,"Red Deer",0
4,4,4,4,3,4,1818.333777778,564.777515037463,5328.18365387207,"Red Deer",0
,,,,,,2042.12622222286,2288.16139959655,2766.15104604428,"Red Deer",0
4,3,3,5,6,4,2325.08622222173,641.270869709783,536.411792676518,"Red Deer",0
,,,,,,2198.94666666722,523.835630796643,640.519692625561,"Red Deer",0
1,1,1,1,1,1,2761.97288888828,5078.62150609995,9624.94456368798,"Red Deer",0
4,4,3,1,1,4,1848.43377777819,958.151659914676,1025.539441633,"Red Deer",0
4,5,4,3,1,4,1568.76044444436,347.611281212735,795.862719012038,"Red Deer",0
3,3,3,5,6,3,2308.26666666591,1512.16790505318,1437.22231256496,"Red Deer",0
,,,,,,1780.07911111084,63.4065745841059,5205.33886762615,"Red Deer",0
4,5,4,1,4,4,1695.12000000025,700.95632118322,678.896159461875,"Red Deer",0
4,5,4,3,3,4,1895.17955555539,1127.90345438388,4772.99570529448,"Red Deer",0
4,5,4,3,1,4,1662.59333333327,1276.53364879776,1288.85413048663,"Red Deer",0
4,5,3,1,1,4,1947.18666666654,771.753132729747,775.305447280807,"Red Deer",0
1,1,1,1,3,1,2162.33999999993,1539.89655970763,1551.41002023252,"Red Deer",0
1,1,1,1,4,1,2662.18088888879,3145.49586080799,10193.1012396224,"Red Deer",0
4,4,4,4,3,4,2079.55911111159,2053.66127423335,11541.8197163381,"Red Deer",0
,,,,,,2262.29244444448,102.289656672962,2258.02523583645,"Red Deer",0
3,1,3,6,5,3,2436.04666666649,920.315966641996,9969.39148437817,"Red Deer",0
4,6,3,1,4,4,1851.38622222274,1209.79437123171,1952.16334295558,"Red Deer",0
,,,,,,2281.12044444444,1664.47153132729,1633.64903836214,"Red Deer",0
1,1,1,1,1,1,2720.74000000012,3126.71174215959,3319.04122169872,"Red Deer",0
1,1,1,1,4,1,2605.31955555637,2011.54550194341,12768.5950083528,"Red Deer",0
1,1,1,1,1,1,2669.53911111009,3083.41499959115,4148.98822313745,"Red Deer",0
1,1,1,1,4,1,2913.45333333601,6261.78882908787,6138.76309950656,"Red Deer",0
,,,,,,2584.07288888848,917.749548198454,12255.8335935123,"Red Deer",0
3,1,3,6,5,3,2586.47955555547,1237.76912349531,11328.4433555391,"Red Deer",0
3,3,5,5,5,4,2376.85333333315,2184.39373413015,8331.41379102485,"Red Deer",0
,,,,,,2739.13333333469,1451.76576040707,6641.27241062258,"Red Deer",0
,,,,,,1979.16711111109,17.4134404668584,39.0327698865383,"Red Deer",0
3,4,5,4,1,4,1831.15333333339,163.479416407596,0,"Red Deer",0
3,3,3,5,5,3,2354.95333333284,1092.6706292463,1080.8696546885,"Red Deer",0
1,1,1,5,5,3,2403.06666666654,619.26017716483,2067.94519519527,"Red Deer",0
1,1,1,1,4,1,2505.62266667056,928.224873426647,695.806010783102,"Red Deer",0
,,,,,,1936.20577777831,530.315966641996,1179.74542184728,"Red Deer",0
3,4,5,5,4,4,2269.75333333321,3405.869653251,13815.0703165858,"Red Deer",0
1,1,1,1,3,1,2440.66044444442,3872.69822289061,8709.73364680894,"Red Deer",0
1,1,1,1,3,1,2287.48666666704,2248.62718094246,2130.77926842931,"Red Deer",0
3,1,3,6,5,3,2436.06000000051,2231.14910159412,4696.51263744431,"Red Deer",0
4,3,3,3,1,4,2138.00711111141,528.501828385942,445.866012371935,"Red Deer",0
3,3,3,5,6,3,2287.99288888868,753.106244456433,700.373281135922,"Red Deer",0
1,1,1,1,1,1,2713.58666666698,1277.43619341797,2823.6119021193,"Red Deer",0
,,,,,,2191.71911111178,1166.45932391103,1908.80824743584,"Red Deer",0
1,1,1,1,4,1,2488.44666666693,1258.13509873245,7916.26257253089,"Red Deer",0
,,,,,,1828.16044444455,63.4065745841059,3621.85069916681,"Red Deer",0
,,,,,,2046.08000000031,81.0249207095988,261.409605552442,"Red Deer",0
4,5,4,1,4,4,1696.75333333321,707.203506889747,2104.01671165906,"Red Deer",0
4,4,4,1,1,4,1671.76711111091,20.3159666419961,1598.27408343443,"Red Deer",0
4,5,4,3,3,4,1956.78666666661,999.536334484982,2102.09932879171,"Red Deer",0
1,1,1,1,4,1,2785.00666666536,2292.40320341729,10583.4716650488,"Red Deer",0
4,3,3,5,6,4,2259.57377777689,784.868950257627,932.130442812851,"Red Deer",0
3,3,3,5,6,3,1978.18044444444,803.129990807408,630.83079450066,"Red Deer",0
,,,,,,1817.14666666617,137.413440466858,45.593056823709,"Red Deer",0
3,3,4,6,5,4,2451.02622222132,2444.14072964941,6065.54881232604,"Red Deer",0
1,1,1,1,1,1,2603.47244444448,4557.23149929054,5718.22375051095,"Red Deer",0
1,4,3,3,5,3,2022.39999999951,326.491582552204,129.268092658112,"Red Deer",0
4,3,4,4,1,4,2259.24044444485,1303.26435604832,14486.0457009179,"Red Deer",0
1,1,1,1,4,1,2423.61288888846,1239.46027215146,6350.58594692672,"Red Deer",0
1,4,3,3,5,3,2044.76044444394,241.580725296402,109.197037324426,"Red Deer",0
4,5,4,3,1,4,1648.9066666666,136.139852795235,15.1107886345368,"Red Deer",0
4,4,4,4,3,4,2074.44666666642,1043.65526332841,12356.506687621,"Red Deer",0
4,4,4,1,1,4,1821.38711111103,151.3415898572,14423.33224883,"Red Deer",0
3,3,4,6,5,4,2339.47377777763,1925.12882023499,12474.7177941704,"Red Deer",0
1,1,1,1,1,1,3005.2666666671,2055.05358627524,3446.6798542157,"Red Deer",0
,,,,,,2059.66044444374,687.204967983407,7120.29517706465,"Red Deer",0
1,1,1,1,4,1,2818.68799999981,2778.38294143232,2853.5672283517,"Red Deer",0
3,1,3,6,5,3,2462.68666666718,3772.29603363007,10152.3951138969,"Red Deer",0
4,5,4,3,1,4,1528.75333333321,176.179817310148,312.487428004556,"Red Deer",0
3,3,4,6,5,4,2299.29422222182,1616.98172586375,11892.0329125876,"Red Deer",0
4,5,4,3,1,4,1731,1110.72472387186,1073.2723377309,"Red Deer",0
3,4,5,4,1,4,1822.9066666666,313.065559090125,228.953128349315,"Red Deer",0
,,,,,,1654.40666666673,11.7923625215693,0,"Red Deer",0
1,1,1,1,4,1,2518.63955555624,2452.50717940572,7229.09518084563,"Red Deer",0
3,3,3,4,4,3,1997.78000000006,1308.18283158835,1666.45392082044,"Red Deer",0
4,3,3,5,6,4,2471.19466666691,6267.052333404,8049.15787307168,"Red Deer",0
3,3,5,5,5,4,2017.72622222149,658.510223988125,4908.84432917314,"Red Deer",0
4,4,4,4,3,4,2125,342.646290317827,6055.14015056398,"Red Deer",0
1,1,3,4,6,3,2115.94000000068,3908.57285029229,7603.20423241101,"Red Deer",0
1,1,1,1,1,1,2532.25333333282,943.700622202575,9525.12463379991,"Red Deer",0
4,4,4,3,3,4,1526.54044444442,275.776006404875,125.564901350732,"Red Deer",0
,,,,,,1547.25911111134,493.586522989503,1696.87071006898,"Red Deer",0
4,4,4,4,3,4,2132.46666666673,232.055645536698,7764.08093772402,"Red Deer",0
1,1,1,1,4,1,2295.19333333215,1202.12257842037,9891.046497469,"Red Deer",0
,,,,,,1740.26044444449,469.616337528108,8011.72990294351,"Red Deer",0
4,5,4,3,1,4,1654.80622222205,1502.7807629088,1522.50101030828,"Red Deer",0
4,4,4,1,3,4,1490.93333333346,8.52360412042671,9.19945180627005,"Red Deer",0
3,3,4,6,5,4,2332.2404444435,2009.1633162472,7002.0256741953,"Red Deer",0
,,,,,,1837.87999999975,1110.59148208796,5893.78069048316,"Red Deer",0
1,4,3,3,5,3,2160.89333333377,1195.30732716473,3286.20971069699,"Red Deer",0
1,1,1,1,4,1,2551.7999999997,2680.33415272469,13592.432207546,"Red Deer",0
1,3,3,4,3,3,2145.20711111078,8.52360412042671,643.199131789529,"Red Deer",0
,,,,,,1517,222.405312564048,262.055596306225,"Red Deer",0
4,4,4,4,3,4,2108.33288888904,4792.62299860027,6478.06273718933,"Red Deer",0
1,1,1,1,1,1,3198.66000000302,1314.28612795384,1000.42918085282,"Red Deer",0
4,5,4,1,4,4,1856.90000000031,1302.43157282065,1747.57235749201,"Red Deer",0
1,1,1,1,4,1,2716.67911111116,5644.17923722782,13424.3905917104,"Red Deer",0
3,1,3,6,5,3,2547.25333333215,698.153148194676,12071.7723982846,"Red Deer",0
4,4,4,4,3,4,2069.65333333352,587.579801387419,1422.51357702675,"Red Deer",0
3,4,3,1,1,3,1946.13955555595,142.531448396916,32.5048685167479,"Red Deer",0
3,5,4,1,3,4,1788.06666666654,83.87053050893,11261.6959052459,"Red Deer",0
1,1,1,1,4,1,2308.49244444504,5803.23792134349,8624.42525624698,"Red Deer",0
3,3,3,4,4,3,2095.08666666685,19.8905687136943,6623.16751731574,"Red Deer",0
3,3,3,1,1,3,2245.94,748.836041994817,667.452718703975,"Red Deer",0
3,3,4,6,5,4,2227.83377777677,1782.40031723317,4021.29330293484,"Red Deer",0
3,3,5,5,5,4,2224.84044444399,189.487380073766,9554.40961505792,"Red Deer",0
4,5,5,3,3,5,1937.53955555495,88.1089408402136,3896.92096301711,"Red Deer",0
1,3,3,4,3,3,1954.52666666647,716.184349723526,599.59988766285,"Red Deer",0
4,4,4,4,3,4,2072.77288888865,189.487380073766,4658.39751942381,"Red Deer",0
4,4,4,4,3,4,2171.08622222173,254.125761851376,12465.5014356199,"Red Deer",0
3,4,3,1,1,3,1845.14000000031,784.383069502515,643.409528182381,"Red Deer",0
3,4,3,4,3,3,2277.9733333334,1281.42161868037,9309.82795468918,"Red Deer",0
1,1,1,1,4,1,2488.19866666809,1384.40067187079,1253.79687927791,"Red Deer",0
1,1,1,1,1,1,2722.48666666585,2458.71489792115,7162.44292380967,"Red Deer",0
,,,,,,2412.6662222231,1206.29945204664,7923.50352447053,"Red Deer",0
,,,,,,1628.36622222218,107.334017197227,26.4118645666167,"Red Deer",0
,,,,,,2122.56755555495,366.711908221553,3029.77126459858,"Red Deer",0
,,,,,,2171.4666666658,795.347134627046,885.88050089381,"Red Deer",0
4,3,3,3,1,4,2132.0866666666,996.259780085095,901.48540178443,"Red Deer",0
,,,,,,1648.84666666661,102.98244806327,8398.51791948168,"Red Deer",0
4,4,4,1,1,5,1653.77288888865,1201.79313047503,1221.70409758893,"Red Deer",0
,,,,,,1679.33333333364,762.586559533142,540.831286923956,"Red Deer",0
,,,,,,1738.69333333321,260.383832249143,150.635904401075,"Red Deer",0
,,,,,,1948.94044444393,717.470804833147,5315.75541166166,"Red Deer",0
3,3,4,6,5,4,2399.70666666579,1341.04250569,7336.04555814271,"Red Deer",0
,,,,,,2027.98666666717,503.764079316998,9061.61360640548,"Red Deer",0
1,1,1,1,1,1,2678.01955555477,1971.40990495957,14808.7060987867,"Red Deer",0
,,,,,,2433.24711111233,570.71059720777,11039.5560796384,"Red Deer",0
1,1,1,1,4,1,2599.96622222199,4967.34092504463,4908.70766977695,"Red Deer",0
,,,,,,1864.01244444455,586.906873358024,4286.98996601072,"Red Deer",0
4,5,4,3,1,4,1605.37999999988,78.8535473755292,1374.5710135574,"Red Deer",0
1,1,1,1,4,1,2678.26755555522,3893.33683915441,4390.76115169012,"Red Deer",0
,,,,,,2091.37288888898,2339.60927711287,2116.4404566665,"Red Deer",0
4,5,4,3,3,4,1800.25377777794,583.109627340972,11986.6493553685,"Red Deer",0
,,,,,,2169.69955555582,500.164719868854,457.83109713451,"Red Deer",0
5,3,4,5,5,5,2399.85999999918,852.556134054838,3313.33223420436,"Red Deer",0
1,1,1,1,4,1,2204.46622222093,557.413440466858,14215.7022017263,"Red Deer",0
3,4,5,5,4,4,2325.39955555558,942.170717209789,12588.4636166135,"Red Deer",0
,,,,,,2150.53288888892,350.072500900575,3111.6881317996,"Red Deer",0
1,1,1,1,1,1,2631.6786666663,300.575764416206,88.2680342466578,"Red Deer",0
4,4,4,4,3,4,1953.50044444474,342.586559533142,14484.539039275,"Red Deer",0
,,,,,,1741.78000000006,91.6102146483408,343.026444022632,"Red Deer",0
1,1,1,1,4,1,2579.67955555433,2256.70301351113,8885.74489594076,"Red Deer",0
1,1,1,1,4,1,2475.24666666679,3959.95156906399,8374.6385318041,"Red Deer",0
,,,,,,1686.20711111146,207.440056827061,528.496055105571,"Red Deer",0
,,,,,,1689.50000000013,447.796455096975,453.504532277811,"Red Deer",0
3,3,4,6,5,4,2289.28666666555,181.880696804315,8626.62297352704,"Red Deer",0
4,5,4,3,3,4,1878.45288888903,1182.5748734441,13497.9531637393,"Red Deer",0
4,5,5,4,1,5,1985.8395555552,60.6227754136947,9061.1982755258,"Red Deer",0
5,4,3,3,3,5,1677.62000000012,251.229986584531,272.780284620833,"Red Deer",0
1,1,1,1,4,1,2796.75866666754,1035.46109765386,948.670455309361,"Red Deer",0
1,1,6,4,4,3,1888.14577777773,45.3229549485493,0,"Red Deer",0
1,1,1,1,4,1,2596.0537777778,3916.81042769877,15206.1843393252,"Red Deer",0
5,4,3,3,3,5,1951.68666666692,1143.55357461112,2254.91990497132,"Red Deer",0
4,5,4,3,1,4,1574.21333333365,405.246886408806,177.761686265317,"Red Deer",0
1,4,1,3,4,3,2033.27377777783,2146.0724060836,6958.63936696866,"Red Deer",0
,,,,,,1593.53333333327,63.4065745841059,0,"Red Deer",0
,,,,,,1592.14622222224,39.6840333580039,602.909264485397,"Red Deer",0
1,1,1,1,1,1,2656.31911111227,3123.91777979815,3197.53095560627,"Red Deer",0
1,1,1,1,1,1,2733.17466666618,1073.56727263553,10301.4838838119,"Red Deer",0
3,6,3,4,4,4,1916.07333333444,311.241089480965,310.579252279926,"Red Deer",0
1,1,1,1,1,1,2392.60711111283,1544.7847499029,5168.65298526792,"Red Deer",0
,,,,,,2234.60000000007,879.232663986062,1368.47204290447,"Red Deer",0
1,1,1,1,3,1,2426.1995555557,1002.024581747,903.920092202231,"Red Deer",0
3,5,4,1,1,4,1981.31333333333,155.680447491251,5.35141028271846,"Red Deer",0
3,3,3,4,4,3,2138.48622222243,609.889777057727,7000.36369090602,"Red Deer",0
1,1,1,1,4,1,3076.64622222279,3525.33524355623,3312.60580732962,"Red Deer",0
4,3,3,3,1,4,2221.44755555563,192.997990862751,76.3767874818687,"Red Deer",0
3,4,5,5,4,4,2236.24666666679,616.696745053273,7033.96232620234,"Red Deer",0
4,5,3,1,1,4,1710.45955555558,1361.98934949628,1358.35230739019,"Red Deer",0
3,4,5,5,4,4,2396.07955555596,684.337273449259,9780.05706329359,"Red Deer",0
1,1,1,1,4,1,2970.92666666794,3770.51266015022,3885.12136081168,"Red Deer",0
5,3,6,1,5,6,1978.43955555501,168.301703667722,6231.60583975145,"Red Deer",0
,,,,,,2143.43955555527,533.679288758289,1158.80824743584,"Red Deer",0
,,,,,,1708.78000000006,100.01950744765,0,"Red Deer",0
,,,,,,1973.04622222256,707.413440466858,1206.2564379607,"Red Deer",0
1,1,1,1,3,1,2479.81422222335,3724.50528063146,3871.34543603912,"Red Deer",0
1,1,1,1,4,1,1961.29288889002,1114.55095045391,8898.44109347319,"Red Deer",0
,,,,,,2025.87377777807,119.4938313692,321.409605552442,"Red Deer",0
1,3,3,5,5,3,2378.98044444455,1456.07052748974,1585.25058415569,"Red Deer",0
4,6,4,3,1,4,2382.6528888884,2237.14417265301,2162.631192085,"Red Deer",0
1,1,1,1,4,1,2608.57288889115,782.509613432134,526.206572095474,"Red Deer",0
1,1,1,1,1,1,2568.3662222226,2383.37431958671,5615.54881232604,"Red Deer",0
,,,,,,1704.35288888909,1240.51701350584,5895.33532162125,"Red Deer",0
,,,,,,2284.20000000056,469.724897729591,11458.2641595873,"Red Deer",0
1,1,1,1,4,1,3173.40577777726,1945.46902753758,8251.61202571272,"Red Deer",0
1,1,1,1,1,1,2460.05333333371,4431.533943483,8093.57346429968,"Red Deer",0
5,4,3,3,3,5,1741.06000000025,427.314198307579,295.933683683164,"Red Deer",0
5,3,6,1,5,6,1969.89333333284,1390.05061927401,7760.96502599012,"Red Deer",0
4,5,4,1,4,4,1678.72666666635,428.752362173121,312.868650767942,"Red Deer",0
4,4,4,4,3,4,2127.1728888891,490.19968603444,8975.99572901622,"Red Deer",0
1,1,1,1,4,1,2854.02666666567,3902.24806866913,8974.22056377943,"Red Deer",0
1,1,1,1,4,1,2402.65288888985,754.549867925842,976.354797249243,"Red Deer",0
5,4,3,3,3,5,1700.21999999994,210.593746626237,6.00870802095357,"Red Deer",0
4,5,4,3,3,4,1781.47333333302,847.487675122301,5791.45914585336,"Red Deer",0
4,4,4,4,3,4,2106.44666666667,2091.2540853829,6173.90191643276,"Red Deer",0
1,1,1,1,4,1,2486.00044444605,1251.17986472,1046.34661931453,"Red Deer",0
3,1,3,6,5,3,2514.20088888859,1223.48893079769,8678.45710255592,"Red Deer",0
,,,,,,2041.9137777775,475.627362525667,3121.40124583989,"Red Deer",0
3,4,5,5,4,4,2171.11288888884,80.6350412979509,12297.1715099416,"Red Deer",0
4,5,4,3,3,4,1950.16666666648,1513.40873743691,7523.48639336807,"Red Deer",0
,,,,,,1918.59955555707,1835.35949121489,7843.56862718214,"Red Deer",0
1,1,1,1,4,1,2443.07422222205,1129.35908986777,9718.18114120464,"Red Deer",0
1,1,3,6,5,3,2506.36844444506,1070.17122225731,910.996878577473,"Red Deer",0
,,,,,,2017.90000000031,559.842668296443,471.409605552442,"Red Deer",0
4,4,4,3,1,4,1587.46666666673,100.01950744765,192.439715891029,"Red Deer",0
4,4,4,4,3,4,2126.91999999944,661.903643563001,658.133451018482,"Red Deer",0
1,1,1,1,4,1,3008.41999999863,1938.64936619652,8679.89161739113,"Red Deer",0
1,1,1,1,4,1,2254.71377777771,2994.5846196453,4889.99701306233,"Red Deer",0
4,5,4,3,1,4,1553.25333333334,383.043847571115,219.012842129131,"Red Deer",0
,,,,,,2227.90622222174,274.149820521775,10162.8858042908,"Red Deer",0
4,5,4,1,4,4,1921.78711111122,217.310170933417,4571.72571198756,"Red Deer",0
4,3,4,4,1,4,2135.87999999975,69.6840333580039,10985.1260666776,"Red Deer",0
4,4,4,3,1,4,1570.93333333346,192.586559533142,87.5522992507177,"Red Deer",0
1,1,1,1,4,1,2629.7124444443,1729.78918842143,10635.6084059622,"Red Deer",0
,,,,,,2068.29333333184,1719.75430461074,1681.50419528466,"Red Deer",0
1,1,1,1,4,1,2385.79955555644,1907.10401919425,1796.18202916187,"Red Deer",0
,,,,,,2150.3786666658,1189.88458021195,5708.08595213255,"Red Deer",0
,,,,,,1879.13955555595,147.236797975177,6274.6921964839,"Red Deer",0
1,3,3,3,6,3,2603.68044444354,2203.21162741095,2108.02840510563,"Red Deer",0
1,3,3,5,5,3,2416.22666666716,4030.62166603482,5334.78974696112,"Red Deer",0
3,3,3,4,4,3,2106.71333333352,79.2847495103955,13467.0587420729,"Red Deer",0
4,5,4,3,3,4,1929.29333333302,44.1206892416644,4860.59645585626,"Red Deer",0
4,4,4,4,3,4,1748.57999999976,235.613304245159,4311.89938308526,"Red Deer",0
1,1,1,1,4,1,2181.75377777688,1004.44131548492,2100.93842670838,"Red Deer",0
4,5,4,1,4,4,1696.06666666654,19.8905687136943,0,"Red Deer",0
4,5,3,1,1,4,1735.19377777795,151.3415898572,91.7998303899571,"Red Deer",0
4,4,4,4,3,4,2201.2066666671,196.07740111434,13183.4540331845,"Red Deer",0
1,1,1,1,1,1,2461.82711111142,3661.24105619911,4798.21194159292,"Red Deer",0
1,1,1,1,1,1,2438.11422222241,2303.62145220661,2279.61739502436,"Red Deer",0
,,,,,,2184.28799999895,1278.55125848363,1277.82652495407,"Red Deer",0
1,3,3,4,3,3,2371.70133333358,2023.4546501887,1986.38572035355,"Red Deer",0
1,1,1,1,4,1,2613.17466666592,3074.97202360381,15217.191078912,"Red Deer",0
3,3,4,6,5,4,2208.69333333363,492.196894484704,10750.1260617863,"Red Deer",0
3,5,4,1,3,4,1775.59333333327,292.503471388177,371.81713294358,"Red Deer",0
3,3,3,4,4,3,2055.51911111097,274.149820521775,12377.527300612,"Red Deer",0
4,5,4,3,3,4,1863.18755555533,30.8216010761394,7085.08350918442,"Red Deer",0
,,,,,,2150.59333333301,516.658652101325,8150.82055197698,"Red Deer",0
1,1,1,1,4,1,2309.72755555541,1374.72627137019,14103.789973068,"Red Deer",0
4,5,3,1,1,4,1831.03333333314,289.771251598779,365.733825389116,"Red Deer",0
3,4,4,3,1,4,1912.61288888897,927.900080969301,5111.1086840802,"Red Deer",0
3,3,5,5,5,4,2244.65911111034,1779.65694377065,8200.72259756123,"Red Deer",0
3,3,3,5,5,3,2283.64622222237,3344.29147829137,7174.66956644144,"Red Deer",0
1,1,1,1,1,1,2508.60088888877,2377.95906675591,5496.97724846637,"Red Deer",0
1,1,1,1,4,1,2850.51955555422,3167.38742615795,9619.43059845141,"Red Deer",0
3,3,3,4,4,3,2272.40666666673,788.751712237886,12975.9471986629,"Red Deer",0
4,6,3,5,3,4,1789.36711111098,492.194738164406,4137.73863590394,"Red Deer",0
1,1,3,5,4,3,2378.78000000006,4155.78083111113,12339.0979613426,"Red Deer",0
1,1,1,1,4,1,2251.71288888814,2326.11964490506,3701.6076360838,"Red Deer",0
1,1,1,1,4,1,2453.60000000126,1560.4045179756,1526.14669829838,"Red Deer",0
,,,,,,2255.11333333371,753.629873407305,10601.7692852471,"Red Deer",0
3,3,3,5,5,3,2233.78577777807,374.855659380681,8732.92426653629,"Red Deer",0
,,,,,,2329.09244444444,905.477348030312,6707.53228475535,"Red Deer",0
,,,,,,2500.61644444525,1799.10055106085,1776.14732966617,"Red Deer",0
1,1,1,1,1,1,2676.79999999919,3458.24114502318,4097.18756869226,"Red Deer",0
,,,,,,1976.68666666667,980.405547031978,4649.86684841403,"Red Deer",0
7,7,7,7,7,7,2513.9057777762,1147.96638859008,3176.88320750514,"Red Deer",0
3,3,3,5,6,3,2173.00666666629,1060.81571203496,6248.84036778475,"Red Deer",0
4,5,4,1,4,4,1961.42044444417,1102.56851964973,1098.49553277824,"Red Deer",0
,,,,,,2766.08622222157,2154.57984766077,4389.57697506974,"Red Deer",0
4,3,4,5,5,4,1804.38666666668,227.776204123027,854.902901086107,"Red Deer",0
3,1,3,6,5,3,2444.03377777775,1434.14924238749,10241.8138087977,"Red Deer",0
,,,,,,2301.64177777793,1488.40442973602,1872.17769086724,"Red Deer",0
4,4,4,1,3,4,1518.84666666661,189.684033358004,359.165084702718,"Red Deer",0
,,,,,,1614.53333333327,59.7971629254433,0,"Red Deer",0
4,4,4,4,3,4,2108.07288888915,1355.21309503071,2277.65443105247,"Red Deer",0
3,4,4,4,4,4,2341.25333333308,151.736448658655,14658.4722851266,"Red Deer",0
4,4,4,4,3,4,2065.68711111102,190.678213753159,11031.021573265,"Red Deer",0
4,4,4,4,3,4,1869.73333333383,1300.06320461644,7151.14863249934,"Red Deer",0
,,,,,,2394.50666666693,1305.97179349875,9542.44600392204,"Red Deer",0
1,1,1,1,4,1,2266.75422222226,384.48359472661,3730.62863877848,"Red Deer",0
1,1,1,1,1,1,2725.95422222205,965.921842658884,1518.37627797034,"Red Deer",0
1,1,1,1,4,1,2801.47422222181,3958.56435069508,3832.24642623072,"Red Deer",0
4,5,5,4,1,5,1673,132.374148103151,96.2138683446683,"Red Deer",0
4,4,4,4,3,4,1989.51955555532,1606.81218687328,5088.6631045963,"Red Deer",0
3,3,3,1,1,3,2074.92000000037,19.8905687136943,10.6540779831528,"Red Deer",0
1,1,1,1,4,1,2856.62577777652,4377.79488484676,9741.8891147859,"Red Deer",0
4,4,4,4,3,4,2130.83377777864,778.924594330935,8522.73840298565,"Red Deer",0
,,,,,,1954.70000000043,351.294877112811,6309.57652947949,"Red Deer",0
,,,,,,2197.07911111135,3319.66360160143,3401.47079149318,"Red Deer",0
3,4,3,3,1,3,1746.92711111178,220.395343477396,131.737077502178,"Red Deer",0
,,,,,,1699.08044444424,74.5728429327984,0,"Red Deer",0
1,1,1,1,3,1,2442.3408888894,311.241089480965,6578.50391940565,"Red Deer",0
1,4,1,3,4,3,1976.66577777833,710.315966641996,607.127488891012,"Red Deer",0
4,4,4,4,3,4,2093.65333333352,290.315966641996,982.955813921988,"Red Deer",0
4,5,4,3,3,4,1805.39866666611,302.97167553021,69.0048629706725,"Red Deer",0
3,5,4,1,1,4,1787.59377777788,498.638195141295,581.251595938625,"Red Deer",0
3,4,4,3,4,4,2004.28755555663,275.778217516296,5223.78112702607,"Red Deer",0
4,5,4,3,3,4,2013.76666666604,88.1089408402136,272.054804804735,"Red Deer",0
3,4,5,5,4,4,2500.00622222168,2685.61584185643,6557.83134595883,"Red Deer",0
,,,,,,1952.86666666692,278.254612403798,297.045302380122,"Red Deer",0
,,,,,,1865.58666666605,578.407163997588,1329.05807749767,"Red Deer",0
,,,,,,1840.74666666692,989.446190651243,3966.9454020446,"Red Deer",0
1,1,1,1,1,1,2283.87377777807,3113.32890551565,2931.58466468182,"Red Deer",0
1,1,1,1,4,1,2660.14622222105,1586.58932760166,3292.29689867836,"Red Deer",0
3,3,4,6,5,4,2347.05288888791,1100.48754850992,8948.6553221073,"Red Deer",0
1,1,1,1,4,1,2818.89066666747,3132.18129025309,12351.0356742256,"Red Deer",0
,,,,,,2129.12088888947,2090.40628658269,2810.16841550966,"Red Deer",0
,,,,,,2057.41333333302,472.787454181845,272.45573005545,"Red Deer",0
1,1,1,1,4,1,2936.26666666736,3830.67007603954,10085.3859925555,"Red Deer",0
1,1,1,1,1,1,2499.75333333202,869.074442224478,13880.0330315619,"Red Deer",0
1,1,1,1,4,1,2493.23288889003,1254.28316955212,4250.09011792173,"Red Deer",0
1,1,1,1,4,1,2691.79911111074,947.875154466473,5584.58850248928,"Red Deer",0
,,,,,,2630.06933333335,2394.69870467628,2283.64569591245,"Red Deer",0
,,,,,,1733.96711111146,687.517498648829,608.990188853678,"Red Deer",0
,,,,,,1639.38666666642,621.4917404923,940.311980899423,"Red Deer",0
3,5,4,1,3,4,1690,150.434348655255,5109.49643474821,"Red Deer",0
3,3,3,1,1,3,2161.86711111152,3430.51446790009,5793.31475586659,"Red Deer",0
,,,,,,2691.1404444461,2095.192307378,7067.45524019174,"Red Deer",0
